Company(Maker-if known), Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Domori,Carenero Superior,87.0,2006.0,70%,Italy,3.5,Trinitario,Venezuela
Dormouse,Non Pariel Estate,1880.0,2016.0,75%,U.K.,2.75,Trinitario,Grenada
Dormouse,"Rio Caribe, Batch 7",1672.0,2015.0,70%,U.K.,2.5,Trinitario,Venezuela
Dormouse,"Colombia, Batch 9",1676.0,2015.0,80%,U.K.,2.75,"Criollo, Trinitario",Colombia
Dormouse,"Madagascar, Batch 8",1676.0,2015.0,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar
Duffy's,"Rio Dulce, Xoco",1662.0,2015.0,70%,U.K.,4.0,Criollo,Guatemala
Duffy's,"Chuno, Xoco",1331.0,2014.0,70%,U.K.,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",1331.0,2014.0,76%,U.K.,3.75,Criollo,Nicaragua
Duffy's,Ocumare,923.0,2012.0,72%,U.K.,3.75,,Venezuela
Duffy's,"Indio Rojo, Xoco",623.0,2011.0,72%,U.K.,3.75,Criollo,Honduras
Duffy's,Dominican Republic,661.0,2011.0,65%,U.K.,3.5,,Dominican Republic
Duffy's,"Bocas del Toro, Tierra Oscura",697.0,2011.0,72%,U.K.,3.0,,Panama
Duffy's,"Nicaliso, Xoco",697.0,2011.0,71%,U.K.,3.25,Criollo,Nicaragua
Duffy's,Ocumare,765.0,2011.0,71%,U.K.,3.5,,Venezuela
Duffy's,Panama,516.0,2010.0,70%,U.K.,3.5,,Panama
Duffy's,"Corazon del Ecuador, Calceta beans",516.0,2010.0,72%,U.K.,3.75,,Ecuador
Duffy's,Star of Ecuador,523.0,2010.0,70%,U.K.,2.5,,Ecuador
Duffy's,Star of Peru,523.0,2010.0,70%,U.K.,3.75,,Peru
Dulcinea,Dominican Republic,1506.0,2015.0,70%,U.S.A.,3.25,,Dominican Republic
Durand,Madagascar,841.0,2012.0,82%,France,2.75,Trinitario,Madagascar
Durci,"Maranon, Joya Rara",1626.0,2015.0,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Durci,"Rio Caribe, Tepui Treasure",1626.0,2015.0,70%,U.S.A.,3.5,Trinitario,Venezuela
Durci,Taino Secret,1630.0,2015.0,70%,U.S.A.,3.25,,Domincan Republic
Durci,"Carenero, Empyrean Sabor",1630.0,2015.0,70%,U.S.A.,3.25,Trinitario,Venezuela
Durci,Corona Arriba,1630.0,2015.0,70%,U.S.A.,4.0,,Ecuador
East Van Roasters,Peru,1343.0,2014.0,70%,Canada,3.25,,Peru
East Van Roasters,Madagascar,1343.0,2014.0,70%,Canada,3.5,Trinitario,Madagascar
East Van Roasters,Dominican Republic,1343.0,2014.0,70%,Canada,3.75,,Dominican Republic
Eau de Rose,Tumaco,1812.0,2016.0,70%,Canada,3.25,,Colombia
Eau de Rose,Arauca,1812.0,2016.0,70%,Canada,3.25,,Colombia
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919.0,2012.0,72%,U.S.A.,2.75,Forastero (Nacional),Peru
Edelmond,Porcelana,1876.0,2016.0,68%,Germany,3.0,Criollo,Venezuela
El Ceibo,"Alto Beni, Covendo Region",709.0,2011.0,75%,Bolivia,3.75,,Bolivia
El Ceibo,Alto Beni,252.0,2008.0,71%,Bolivia,2.75,,Bolivia
El Rey,San Joaquin,1662.0,2015.0,70%,Venezuela,3.75,,Venezuela
El Rey,"Rio Caribe, Cariaco",439.0,2009.0,60.5%,Venezuela,2.75,Trinitario,Venezuela
El Rey,"Rio Caribe, Macuro",439.0,2009.0,70%,Venezuela,3.0,Trinitario,Venezuela
El Rey,"Carenero Superior, Apamate",206.0,2008.0,74%,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Bucare",206.0,2008.0,58%,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",206.0,2008.0,61%,Venezuela,3.0,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",32.0,2006.0,70%,Venezuela,2.75,Criollo,Venezuela
Emerald Estate,Emerald Estate,1137.0,2013.0,60%,St. Lucia,2.75,,St. Lucia
Emerald Estate,Emerald Estate,1137.0,2013.0,70%,St. Lucia,3.25,,St. Lucia
Emily's,Patanemo,1450.0,2015.0,79%,Japan,3.0,,Venezuela
Emily's,Peru,1454.0,2015.0,78%,Japan,3.5,Criollo,Peru
ENNA,"Wampusirpi, batch 007",1916.0,2016.0,75%,U.S.A.,3.25,,Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565.0,2010.0,80%,Spain,3.25,Forastero,Sao Tome & Principe
Erithaj (A. Morin),Ben Tre,1205.0,2014.0,70%,France,3.25,Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,1209.0,2014.0,80%,France,3.0,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,1209.0,2014.0,74%,France,3.25,Trinitario,Vietnam
Escazu,Rio Caribe,903.0,2012.0,70%,U.S.A.,2.75,Trinitario,Venezuela
Escazu,Guapiles,414.0,2009.0,65%,U.S.A.,2.0,,Costa Rica
Escazu,Carenero Superior,423.0,2009.0,81%,U.S.A.,3.5,Criollo,Venezuela
Escazu,"Carenero, Guapiles, Ocumare blend",431.0,2009.0,74%,U.S.A.,2.75,,"Cost Rica, Ven"
Escazu,Ocumare,252.0,2008.0,72%,U.S.A.,3.0,Criollo,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar",666.0,2011.0,55%,U.S.A.,2.5,,"Peru, Madagascar"
Ethel's Artisan (Mars),Trinidad,666.0,2011.0,55%,U.S.A.,2.5,Trinitario,Trinidad
Ethel's Artisan (Mars),Porcelana,666.0,2011.0,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela
Ethel's Artisan (Mars),Red Vanilla,666.0,2011.0,62%,U.S.A.,2.75,,
Ethel's Artisan (Mars),"Venezuela, Trinidad",672.0,2011.0,62%,U.S.A.,2.5,,"Venezuela, Trinidad"
Ethereal,Belize,1275.0,2014.0,80%,U.S.A.,3.0,Trinitario,Belize
Ethereal,Ecuador,1275.0,2014.0,80%,U.S.A.,3.5,,Ecuador
Ethereal,Dominican Republic,1275.0,2014.0,80%,U.S.A.,3.75,,Dominican Republic
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565.0,2010.0,75%,U.S.A.,2.75,,Brazil
Feitoria Cacao,Blue Mountain,1732.0,2016.0,76%,Portugal,3.0,,Jamaica
Feitoria Cacao,Cuyagua,1736.0,2016.0,76%,Portugal,2.5,,Venezuela
Feitoria Cacao,Maya Mountain,1736.0,2016.0,76%,Portugal,2.75,Trinitario,Belize
Felchlin,Grenada,494.0,2010.0,58%,Switzerland,3.5,Trinitario,Grenada
Felchlin,Supremo- SF,105.0,2006.0,62%,Switzerland,2.0,,
Felchlin,Elvesia P.,105.0,2006.0,74%,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic
Felchlin,"Madagascar, Grand Cru",48.0,2006.0,64%,Switzerland,3.0,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,48.0,2006.0,65%,Switzerland,3.0,Criollo,Venezuela
Felchlin,Arriba,48.0,2006.0,72%,Switzerland,3.5,Forastero (Arriba),Ecuador
Felchlin,"Alto Beni, Cru Savage",56.0,2006.0,68%,Switzerland,4.0,Criollo (Wild),Bolivia
Finca,Puerto Rico,1283.0,2014.0,65%,U.S.A.,2.25,,Puerto Rico
Finca,Dominican Republic,1283.0,2014.0,80%,U.S.A.,3.0,,Dominican Republic
Finca,Dominican Republic,1283.0,2014.0,70%,U.S.A.,3.25,,Dominican Republic
Finca,Dominican Republic,1287.0,2014.0,85%,U.S.A.,2.5,,Dominican Republic
Forever Cacao,Rio Eni,1267.0,2014.0,72%,U.K.,2.75,Criollo,Peru
Forteza (Cortes),Dominican Republic,1776.0,2016.0,70%,Puerto Rico,2.75,,Domincan Republic
Forteza (Cortes),Puerto Rico,1776.0,2016.0,80%,Puerto Rico,2.75,,Domincan Republic
Fossa,"Akesson's E., Sambirano V.",1772.0,2016.0,70%,Singapore,2.75,,Madagascar
Fossa,"Camino Verde P., Balao, Guayas",1776.0,2016.0,75%,Singapore,3.5,,Ecuador
Fossa,"Kokoa Kamili Coop, Kilombero",1776.0,2016.0,67%,Singapore,3.75,Trinitario,Tanzania
Franceschi,Choroni,1355.0,2014.0,70%,Venezuela,3.5,,Venezuela
Franceschi,Ocumare,1355.0,2014.0,70%,Venezuela,3.75,,Venezuela
Franceschi,Canoabo,911.0,2012.0,70%,Venezuela,3.75,,Venezuela
Franceschi,Sur del Lago,915.0,2012.0,60%,Venezuela,3.5,,Venezuela
Frederic Blondeel,Costa Rica,1538.0,2015.0,70%,Belgium,3.5,,Costa Rica
Frederic Blondeel,Peru Brutus,1538.0,2015.0,75%,Belgium,3.5,,Peru
Frederic Blondeel,Vietnam,1542.0,2015.0,80%,Belgium,3.0,Trinitario,Vietnam
Frederic Blondeel,Ghana,1351.0,2014.0,60%,Belgium,3.5,Forastero,Ghana
Frederic Blondeel,Madagascar,1351.0,2014.0,65%,Belgium,3.5,Trinitario,Madagascar
French Broad,"Norandino, batch 161208",1940.0,2017.0,70%,U.S.A.,3.5,,Peru
French Broad,Guatemala,1634.0,2015.0,73%,U.S.A.,3.5,,Guatemala
French Broad,San Andres,1209.0,2014.0,80%,U.S.A.,3.0,,Costa Rica
French Broad,Matagalpa,1295.0,2014.0,68%,U.S.A.,3.25,,Nicaragua
French Broad,"Palo Blanco, Chulucanas",1042.0,2013.0,66%,U.S.A.,3.5,,Peru
French Broad,Tumbes Coop,883.0,2012.0,70%,U.S.A.,2.5,Criollo,Peru
French Broad,"Palo Blanco, Chulucanas",883.0,2012.0,61%,U.S.A.,3.5,,Peru
French Broad,"Palo Blanco w/ panela, Chulucanas",887.0,2012.0,81%,U.S.A.,2.0,,Peru
French Broad,"Maranon Canyon, Fortunato No. 4",781.0,2011.0,70%,U.S.A.,3.5,Forastero (Nacional),Peru
French Broad,La Red,785.0,2011.0,65%,U.S.A.,3.5,,Dominican Republic
Fresco,"Maranon, #228, MR, SC",1383.0,2014.0,70%,U.S.A.,3.0,Forastero (Nacional),Peru
Fresco,"Maranon, #227, LR, MC",1383.0,2014.0,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #229, MR, LC",1383.0,2014.0,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #230, DR, LC",1387.0,2014.0,70%,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Conacado, #223, MR, SC",1030.0,2013.0,72%,U.S.A.,3.25,,Dominican Republic
Fresco,"Conacado, #224, MR, MC",1081.0,2013.0,72%,U.S.A.,3.75,,Dominican Republic
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117.0,2013.0,70%,U.S.A.,3.75,,Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149.0,2013.0,70%,U.S.A.,4.0,Trinitario,Peru
Fresco,"Markham Valley, #219, LR, MC",899.0,2012.0,69%,U.S.A.,3.5,,Papua New Guinea
Fresco,"Markham Valley, #221, DR, MC",899.0,2012.0,69%,U.S.A.,3.5,,Papua New Guinea
Fresco,"Sambirano Valley, #216, MR, LC",915.0,2012.0,74%,U.S.A.,4.0,Trinitario,Madagascar
Fresco,"Markham Valley, #220, MR, MC",927.0,2012.0,69%,U.S.A.,4.0,Trinitario,Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",931.0,2012.0,69%,U.S.A.,3.0,Trinitario,Papua New Guinea
Fresco,"Ghana, #211, MR, MC",636.0,2011.0,74%,U.S.A.,2.75,Forastero,Ghana
Fresco,"Jamaica, #209, DR, SC",642.0,2011.0,70%,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Conacado, #212, LR, SC",642.0,2011.0,72%,U.S.A.,3.5,,Dominican Republic
Fresco,"Jamaica, #210, DR, MC",642.0,2011.0,70%,U.S.A.,3.5,Trinitario,Jamaica
Fresco,"Sambirano Valley, #214, LR, MC",682.0,2011.0,74%,U.S.A.,2.75,Trinitario,Madagascar
Fresco,"Conacado, #213, DR, -C",682.0,2011.0,72%,U.S.A.,3.25,,Dominican Republic
Fresco,"Sambirano Valley, #215, MR, MC",688.0,2011.0,74%,U.S.A.,3.0,Trinitario,Madagascar
Fresco,"Chuao, #218, MR, MC",745.0,2011.0,76%,U.S.A.,3.25,Trinitario,Venezuela
Fresco,"Chuao, #217, DR, MC",745.0,2011.0,70%,U.S.A.,4.0,Trinitario,Venezuela
Fresco,"Jamaica, #204, DR, SC",370.0,2009.0,80%,U.S.A.,2.75,Trinitario,Jamaica
Fresco,"Jamaica, #206, DR, LC",370.0,2009.0,70%,U.S.A.,3.0,Trinitario,Jamaica
Fresco,"Jamaica, #205, DR, MC",370.0,2009.0,70%,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Carenero Superior, #203, MR, SC",370.0,2009.0,65%,U.S.A.,3.5,Criollo,Venezuela
Friis Holm,"Rugoso, Bad Fermentation",1912.0,2016.0,70%,Denmark,3.5,,Nicaragua
Friis Holm (Bonnat),La Dalia,1680.0,2015.0,60%,Denmark,3.0,,Nicaragua
Friis Holm (Bonnat),La Dalia,1680.0,2015.0,85%,Denmark,3.25,,Nicaragua
Friis Holm (Bonnat),La Dalia,1259.0,2014.0,70%,Denmark,3.5,,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",1034.0,2013.0,70%,Denmark,3.25,,Nicaragua
Friis Holm (Bonnat),"Medagla, Xoco",1034.0,2013.0,70%,Denmark,3.5,,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895.0,2012.0,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",899.0,2012.0,70%,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899.0,2012.0,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",923.0,2012.0,70%,Denmark,3.75,,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",623.0,2011.0,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",623.0,2011.0,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",623.0,2011.0,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Fruition,"Wild Bolivian, Batch 2",1780.0,2016.0,74%,U.S.A.,3.75,Beniano,Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",1780.0,2016.0,74%,U.S.A.,4.0,Amazon mix,Costa Rica
Fruition,Gran Couva,1347.0,2014.0,70%,U.S.A.,3.75,Trinitario,Trinidad
Fruition,Maranon,1359.0,2014.0,76%,U.S.A.,3.0,Forastero (Nacional),Peru
Fruition,La Red,1046.0,2013.0,70%,U.S.A.,3.75,,Dominican Republic
Fruition,Camino Verde,1185.0,2013.0,75%,U.S.A.,3.0,,Ecuador
Fruition,Peru,863.0,2012.0,70%,U.S.A.,2.5,,Peru
Fruition,Signature Blend,753.0,2011.0,66%,U.S.A.,3.25,Trinitario,Costa Rica
Fruition,Costa Rica,781.0,2011.0,70%,U.S.A.,3.0,,Costa Rica
Garden Island,"Kaua'I, Alea Estate +world",1367.0,2014.0,85%,U.S.A.,2.5,Blend,Hawaii
Georgia Ramon,Akesson P.,1642.0,2015.0,65%,Germany,3.25,Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,1642.0,2015.0,70%,Germany,4.0,Forastero,Ghana
Georgia Ramon,Conacado Coop,1646.0,2015.0,70%,Germany,3.5,Trinitario,Domincan Republic
Georgia Ramon,Conacado Coop,1646.0,2015.0,80%,Germany,3.5,Trinitario,Domincan Republic
Georgia Ramon,Akesson P.,1646.0,2015.0,75%,Germany,3.5,Trinitario,Madagascar
Glennmade,"Toledo District, 2015 Harvest",1848.0,2016.0,70%,U.S.A.,3.5,,Belize
Glennmade,Bahia,1672.0,2015.0,66%,U.S.A.,3.0,"Trinitario, Forastero",Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",1924.0,2016.0,77%,U.S.A.,2.75,,Mexico
Goodnow Farms,"El Carmen, batch 1003",1924.0,2016.0,77%,U.S.A.,3.25,,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",1924.0,2016.0,77%,U.S.A.,3.25,,Guatemala
Grand Place,"Ben Tre, Dong Nai",741.0,2011.0,72%,Vietnam,3.0,Trinitario,Vietnam
Green & Black's (ICAM),Dark,15.0,2006.0,70%,U.K.,2.5,,
Green Bean to Bar,Madagascar,1896.0,2016.0,70%,Japan,3.5,,Madagascar
Grenada Chocolate Co.,Grenada,494.0,2010.0,82%,Grenada,3.25,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,363.0,2009.0,60%,Grenada,2.75,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,241.0,2008.0,71%,Grenada,2.5,Trinitario,Grenada
Guido Castagna,Arriba,355.0,2009.0,64%,Italy,3.0,Forastero (Arriba) ASS,Ecuador
Guido Castagna,Ghana,355.0,2009.0,64%,Italy,3.0,Forastero,Ghana
Guido Castagna,Trinidad & Tobago,355.0,2009.0,64%,Italy,3.0,,"Trinidad, Tobago"
Guido Castagna,Lacri Blend,355.0,2009.0,76%,Italy,3.0,,Venezuela
Guido Castagna,Blend,355.0,2009.0,64%,Italy,3.25,,"Ven, Trinidad, Ecuador"
Guittard,"Epique, Blend No. 49",1602.0,2015.0,70%,U.S.A.,3.75,,
Guittard,Haiti,1053.0,2013.0,65%,U.S.A.,2.75,,Haiti
Guittard,Nicaragua,1053.0,2013.0,65%,U.S.A.,2.75,,Nicaragua
Guittard,Jamaica,1053.0,2013.0,65%,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Ecuador,1053.0,2013.0,65%,U.S.A.,3.5,,Ecuador
Guittard,Coucher du Soleil,654.0,2011.0,72%,U.S.A.,2.75,,
Guittard,Lever du Soleil,654.0,2011.0,61%,U.S.A.,3.25,,
Guittard,Onyx,654.0,2011.0,72%,U.S.A.,3.25,,
Guittard,Trinidad,552.0,2010.0,65%,U.S.A.,3.0,Trinitario,Trinidad
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316.0,2009.0,55%,U.S.A.,3.0,,Hawaii
Guittard,Nocturne,387.0,2009.0,91%,U.S.A.,3.0,,
Guittard,Complexite,387.0,2009.0,70%,U.S.A.,3.5,Blend,
Guittard,Machu Pichu,259.0,2008.0,65%,U.S.A.,3.0,,Peru
Guittard,Special Maker Reserve,276.0,2008.0,64%,U.S.A.,3.0,,
Guittard,Ocumare,276.0,2008.0,65%,U.S.A.,3.5,,Venezuela
Guittard,Quetzalcoatl,147.0,2007.0,72%,U.S.A.,3.5,Blend,
Guittard,Chucuri,15.0,2006.0,65%,U.S.A.,3.0,Trinitario,Colombia
Guittard,Sur del Lago,87.0,2006.0,65%,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
Guittard,"Sambirano, Ambanja",87.0,2006.0,65%,U.S.A.,3.5,"Criollo, +",Madagascar
Guittard,"Los Rios, Quevedo",93.0,2006.0,65%,U.S.A.,3.5,Forastero (Arriba),Ecuador
Guittard,Tsaranta,93.0,2006.0,61%,U.S.A.,3.5,Blend,
Guittard,Semisweet,99.0,2006.0,61%,U.S.A.,3.0,Blend,
Habitual,Papua New Guinea,1197.0,2014.0,80%,Canada,2.75,,Papua New Guinea
Habitual,Campesino w/ nibs,1197.0,2014.0,74%,Canada,2.75,,
Habitual,Dominican Republic,1197.0,2014.0,75%,Canada,3.25,,Dominican Republic
Habitual,Trinitario,1197.0,2014.0,70%,Canada,3.5,Trinitario,
Habitual,Downtown London,1201.0,2014.0,65%,Canada,2.75,,
Habitual,Africa meets Latina,1201.0,2014.0,70%,Canada,3.0,,
Habitual,Amazonas,1201.0,2014.0,80%,Canada,3.0,,
Habitual,Sharkey,1201.0,2014.0,66%,Canada,3.25,,Hawaii
Habitual,one hundred,1205.0,2014.0,100%,Canada,2.0,,
Hachez,Arriba,166.0,2007.0,77%,Germany,2.5,Forastero (Arriba),Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327.0,2014.0,55%,Ecuador,2.75,Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327.0,2014.0,70%,Ecuador,3.0,Trinitario,Ecuador
Haigh,South America and Africa,701.0,2011.0,70%,Australia,3.0,,"South America, Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",1808.0,2016.0,85%,U.S.A.,3.25,,Brazil
Harper Macaw,Brazil Blend,1696.0,2015.0,67%,U.S.A.,3.0,,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700.0,2015.0,77%,U.S.A.,3.5,,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700.0,2015.0,74%,U.S.A.,3.5,,Brazil
Heilemann,Peru,1876.0,2016.0,64%,Germany,2.75,,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748.0,2016.0,70%,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748.0,2016.0,74%,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239.0,2014.0,67%,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243.0,2014.0,67%,U.S.A.,3.0,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243.0,2014.0,67%,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243.0,2014.0,67%,U.S.A.,3.75,,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744.0,2016.0,72%,U.S.A.,3.5,,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744.0,2016.0,70%,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748.0,2016.0,77%,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744.0,2016.0,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744.0,2016.0,72%,U.S.A.,4.0,Beniano,Bolivia
hello cocoa,Uganda,1458.0,2015.0,57%,U.S.A.,2.75,Forastero,Uganda
hello cocoa,Venezuela,1462.0,2015.0,74%,U.S.A.,3.5,Criollo,Venezuela
hexx,Tanzania,1546.0,2015.0,70%,U.S.A.,2.75,,Tanzania
hexx,Madagascar,1546.0,2015.0,74%,U.S.A.,3.0,Trinitario,Madagascar
hexx,Venezuela,1546.0,2015.0,70%,U.S.A.,3.0,,Venezuela
hexx,Ecuador,1550.0,2015.0,73%,U.S.A.,3.25,,Ecuador
hexx,Peru,1550.0,2015.0,70%,U.S.A.,3.25,,Peru
Hogarth,Akesson's Estate,1712.0,2016.0,70%,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Carenero Superior,1712.0,2016.0,72%,New Zealand,2.75,Trinitario,Venezuela
Hogarth,Conacado,1712.0,2016.0,75%,New Zealand,3.25,Trinitario,Domincan Republic
Hogarth,Gran Blanco,1712.0,2016.0,66%,New Zealand,3.5,Criollo,Peru
Hoja Verde (Tulicorp),Arriba,414.0,2009.0,80%,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,414.0,2009.0,80%,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,414.0,2009.0,72%,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,414.0,2009.0,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,414.0,2009.0,58%,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
Holy Cacao,Maranon,1872.0,2016.0,70%,Israel,2.75,,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",1466.0,2015.0,70%,Israel,3.5,,Ecuador
Holy Cacao,Sambirano,1466.0,2015.0,70%,Israel,3.5,Trinitario,Madagascar
Holy Cacao,Gran Couva,1466.0,2015.0,70%,Israel,3.5,Trinitario,Trinidad
Holy Cacao,Mara,1466.0,2015.0,70%,Israel,3.5,,Venezuela
Holy Cacao,Ivory Coast,431.0,2009.0,70%,Israel,2.5,,Ivory Coast
Holy Cacao,Hispaniola,431.0,2009.0,70%,Israel,2.75,,Dominican Republic
Holy Cacao,San Martin,431.0,2009.0,70%,Israel,3.5,,Peru
Holy Cacao,Hispaniola w/ nibs,431.0,2009.0,75%,Israel,3.75,,Dominican Republic
Honest,"Ecuador, w/ nibs",1327.0,2014.0,72%,South Africa,2.5,,Ecuador
Hotel Chocolat,"Pepiniere, single Cote",1654.0,2015.0,70%,U.K.,2.75,,St. Lucia
Hotel Chocolat,"Marcial, single Cote, 2012",1030.0,2013.0,70%,U.K.,4.0,Trinitario,St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113.0,2013.0,100%,U.K.,1.75,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,1038.0,2013.0,75%,U.K.,3.0,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038.0,2013.0,80%,U.K.,3.5,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065.0,2013.0,90%,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065.0,2013.0,72%,U.K.,3.0,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065.0,2013.0,82%,U.K.,3.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109.0,2013.0,100%,U.K.,2.75,,Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113.0,2013.0,100%,U.K.,2.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113.0,2013.0,100%,U.K.,2.75,,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,809.0,2012.0,66%,U.K.,3.5,"Trinitario, Criollo",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623.0,2011.0,80%,U.K.,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623.0,2011.0,65%,U.K.,3.0,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623.0,2011.0,65%,U.K.,3.25,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),Ecuador,552.0,2010.0,70%,U.K.,2.75,,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,552.0,2010.0,70%,U.K.,3.0,,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,600.0,2010.0,70%,U.K.,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,245.0,2008.0,72%,U.K.,3.0,,St. Lucia
